都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|4,584|98,322|1,288|14|3,176|120
青森|275|6,086|47|2|222|6
岩手|41|5,869|6|0|27|0
宮城|925|15,741|186|4|733|6
秋田|70|2,681|7|1|61|0
山形|94|6,905|12|0|81|1
福島|421|34,473|39|3|376|6
茨城|880|14,595|95|1|767|18
栃木|507|47,167|20|4|487|1
群馬|942|32,541|37|2|880|20
埼玉|6,554|206,696|688|7|5,753|113
千葉|5,573|140,787|468|8|5,022|83
東京|33,770|653,601|2,346|39|30,954|470
神奈川|9,750|218,948|811|29|8,758|181
新潟|222|19,118|39|0|183|0
富山|425|15,642|2|0|397|26
石川|827|19,297|14|0|764|49
福井|269|12,028|13|0|245|11
山梨|267|12,383|43|1|218|6
長野|406|25,291|61|0|344|6
岐阜|785|28,777|90|0|683|12
静岡|806|47,434|127|2|677|2
愛知|7,156|112,032|842|14|6,214|100
三重|606|16,342|44|3|555|7
滋賀|646|14,966|80|0|557|9
京都|2,205|55,763|128|0|2,046|31
大阪|14,607|263,438|1,581|60|12,750|257
兵庫|3,666|74,889|295|18|3,299|72
奈良|788|27,089|117|1|660|11
和歌山|304|10,900|25|3|270|4
鳥取|51|6,067|14|0|37|0
島根|141|6,354|0|0|141|0
岡山|354|14,762|79|1|259|10
広島|681|29,577|22|1|654|5
山口|234|12,510|21|1|211|2
徳島|170|7,635|6|0|156|9
香川|110|14,703|8|0|100|2
愛媛|121|4,488|5|0|110|6
高知|144|3,685|0|0|140|4
福岡|5,344|176,998|115|4|5,125|104
佐賀|276|7,955|20|0|257|1
長崎|249|24,224|4|0|242|3
熊本|877|21,235|47|4|806|9
大分|163|22,617|3|0|157|3
宮崎|373|8,829|3|1|370|1
鹿児島|542|24,469|67|0|470|13
沖縄|3,620|63,899|278|3|3,281|66
（その他）|149|-|0|-|149|-
合計|111,970|2,689,808|10,243|231|99,824|1,866
