都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|18,751|366,254|716|10|17,395|656
青森|812|17,021|60|1|733|19
岩手|553|23,832|31|1|492|30
宮城|3,550|65,694|95|4|3,431|24
秋田|269|6,949|8|0|255|6
山形|537|17,064|17|0|505|15
福島|1,872|104,513|99|5|1,707|66
茨城|5,536|24,712|343|12|5,091|102
栃木|4,028|120,419|182|8|3,782|64
群馬|4,354|88,125|194|6|4,085|83
埼玉|28,571|528,488|1,847|39|26,212|512
千葉|25,414|385,446|2,006|24|23,019|389
東京|109,462|1,479,717|4,244|82|103,970|1,248
神奈川|43,985|565,643|1,243|39|42,101|641
新潟|1,030|42,000|81|1|935|14
富山|897|34,876|21|3|849|27
石川|1,779|48,052|227|3|1,542|61
福井|542|30,796|16|0|501|25
山梨|934|24,827|20|2|899|16
長野|2,358|94,428|24|0|2,325|41
岐阜|4,655|127,809|195|9|4,360|100
静岡|4,985|176,824|232|1|4,661|92
愛知|25,491|371,954|959|29|24,031|501
三重|2,465|60,178|172|10|2,245|48
滋賀|2,376|66,964|132|6|2,201|43
京都|8,975|149,842|437|2|8,408|149
大阪|46,521|753,529|1,401|105|43,612|1,088
兵庫|17,737|236,742|650|49|16,584|503
奈良|3,331|78,866|137|4|3,149|45
和歌山|1,159|24,168|32|2|1,086|17
鳥取|208|38,962|3|0|200|2
島根|281|14,340|4|0|277|0
岡山|2,463|63,400|89|3|2,340|29
広島|4,993|149,155|94|7|4,790|99
山口|1,367|55,951|99|1|1,233|35
徳島|447|25,402|44|1|387|16
香川|737|43,244|36|1|683|18
愛媛|1,047|31,172|37|1|987|23
高知|884|7,091|9|1|858|17
福岡|17,716|426,801|999|26|16,457|260
佐賀|1,004|26,589|18|0|1,000|7
長崎|1,590|65,199|42|1|1,508|36
熊本|3,432|56,413|69|7|3,296|72
大分|1,283|76,333|60|0|1,203|20
宮崎|1,943|24,614|43|0|1,865|21
鹿児島|1,744|65,178|78|4|1,665|24
沖縄|8,076|141,091|296|1|7,674|111
（その他）|149|-|0|-|149|-
合計|422,293|7,426,667|17,841|511|396,738|7,415
