都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|1,996|54,197|105|1|1,784|107
青森|35|2,329|0|0|34|1
岩手|23|3,974|0|0|23|0
宮城|375|9,881|67|0|306|2
秋田|53|2,082|2|0|51|0
山形|78|5,079|2|1|76|1
福島|232|18,810|41|1|189|2
茨城|631|12,228|29|5|585|17
栃木|411|28,699|66|1|333|1
群馬|688|19,671|124|0|541|19
埼玉|4,494|135,235|247|8|4,147|100
千葉|3,715|77,280|309|8|3,336|70
東京|24,648|427,531|2,132|29|22,121|395
神奈川|6,509|144,192|460|30|5,913|136
新潟|168|14,835|19|1|149|0
富山|410|11,637|5|0|380|25
石川|763|12,132|57|0|660|46
福井|244|9,575|4|2|228|10
山梨|180|10,434|3|1|171|6
長野|303|18,305|7|0|301|1
岐阜|606|21,729|15|1|581|10
静岡|522|32,231|11|1|510|1
愛知|5,145|71,793|380|13|4,682|83
三重|483|12,042|80|4|396|7
滋賀|483|11,309|17|0|458|8
京都|1,705|40,361|70|1|1,610|25
大阪|10,271|174,612|610|30|9,452|199
兵庫|2,616|53,691|97|6|2,462|57
奈良|558|19,714|13|0|536|9
和歌山|238|9,123|3|0|228|4
鳥取|36|5,386|12|0|24|0
島根|138|5,334|0|0|137|0
岡山|149|7,861|1|-|147|-
広島|492|19,986|22|1|466|3
山口|195|9,263|7|1|186|2
徳島|147|6,806|21|0|114|9
香川|93|10,297|8|0|83|2
愛媛|114|4,021|0|0|108|6
高知|137|3,406|0|0|133|4
福岡|5,007|46,778|160|10|4,755|92
佐賀|244|5,746|2|0|244|0
長崎|236|17,663|3|0|230|3
熊本|572|16,109|11|0|553|8
大分|158|15,981|4|0|152|2
宮崎|344|8,514|2|0|342|1
鹿児島|389|18,115|16|0|373|12
沖縄|2,382|37,072|137|7|2,204|45
（その他）|149|-|0|-|149|-
合計|79,565|1,703,049|5,381|163|72,643|1,531
