都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|11,564|196,775|2,243|34|9,040|341
青森|382|8,347|51|2|325|6
岩手|315|12,217|118|3|185|12
宮城|1,561|22,027|308|3|1,241|12
秋田|94|3,865|4|0|89|1
山形|281|9,248|126|1|154|1
福島|630|46,150|113|4|509|8
茨城|2,030|18,013|281|13|1,717|32
栃木|915|62,245|218|11|697|2
群馬|1,708|43,736|328|5|1,328|27
埼玉|10,715|270,128|1,785|42|8,757|173
千葉|8,388|193,270|1,000|13|7,287|101
東京|47,990|866,984|4,822|78|42,621|547
神奈川|15,397|289,534|1,670|55|13,501|226
新潟|414|24,941|79|0|335|3
富山|475|19,337|16|1|433|26
石川|922|25,527|56|0|819|50
福井|333|17,048|16|2|306|11
山梨|454|14,198|39|1|406|9
長野|991|38,731|151|5|788|7
岐阜|1,544|52,060|342|4|1,181|21
静岡|2,227|70,589|677|16|1,528|22
愛知|12,820|162,270|2,131|32|10,544|145
三重|1,086|24,205|186|5|887|13
滋賀|877|31,553|71|1|795|11
京都|3,307|76,611|496|8|2,785|42
大阪|25,420|388,373|4,233|158|20,740|431
兵庫|7,403|115,379|829|44|6,462|112
奈良|1,530|40,263|256|6|1,259|15
和歌山|562|15,266|63|8|481|7
鳥取|68|20,394|9|1|58|0
島根|168|7,659|13|1|155|0
岡山|702|24,136|116|3|562|11
広島|1,733|48,780|271|14|1,001|9
山口|440|22,347|46|5|388|2
徳島|187|13,978|3|0|175|9
香川|201|19,751|48|0|150|3
愛媛|363|9,778|49|2|305|9
高知|404|4,847|159|1|241|4
福岡|6,749|226,346|690|13|5,948|111
佐賀|390|12,246|54|0|336|3
長崎|328|30,645|56|2|272|3
熊本|1,298|28,528|144|9|1,071|13
大分|534|34,830|146|3|385|3
宮崎|616|11,354|80|1|536|3
鹿児島|837|32,430|184|1|653|13
沖縄|4,824|80,078|366|7|4,386|77
（その他）|149|-|0|-|149|-
合計|182,326|3,787,017|25,142|618|153,971|2,687
