都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|2,091|57,010|136|0|1,848|107
青森|36|2,435|1|0|34|1
岩手|23|4,220|0|0|23|0
宮城|399|10,302|38|1|359|2
秋田|53|2,140|0|0|53|0
山形|78|5,164|2|1|76|1
福島|253|20,207|37|3|213|3
茨城|657|12,474|37|4|603|17
栃木|431|30,351|47|1|382|1
群馬|701|21,170|53|2|627|19
埼玉|4,652|143,932|264|7|4,286|102
千葉|3,896|88,135|271|9|3,554|71
東京|25,738|455,929|2,183|21|23,147|408
神奈川|6,898|153,017|494|20|6,266|138
新潟|170|15,405|9|0|161|0
富山|418|12,250|9|1|383|26
石川|776|13,003|43|0|686|47
福井|244|9,765|2|1|229|11
山梨|186|10,658|8|2|172|6
長野|306|18,932|5|0|306|1
岐阜|626|22,761|31|2|585|10
静岡|538|34,354|20|1|516|2
愛知|5,337|76,727|350|17|4,903|84
三重|503|12,619|83|3|413|7
滋賀|502|11,903|28|0|466|8
京都|1,747|42,536|59|3|1,663|25
大阪|10,593|184,635|526|27|9,853|206
兵庫|2,704|56,262|101|8|2,544|59
奈良|569|20,591|15|0|545|9
和歌山|242|9,284|6|0|229|4
鳥取|36|5,472|5|0|31|0
島根|140|5,767|3|0|137|0
岡山|157|8,110|1|-|147|-
広島|563|20,858|76|2|470|3
山口|202|9,786|9|1|191|2
徳島|148|6,908|9|0|126|9
香川|93|10,671|3|0|88|2
愛媛|114|4,075|0|0|108|6
高知|138|3,475|1|0|133|4
福岡|5,032|131,947|93|9|4,842|97
佐賀|245|6,005|1|0|246|0
長崎|236|18,408|1|0|231|3
熊本|574|16,403|7|0|559|8
大分|158|16,873|3|0|153|2
宮崎|344|8,582|1|0|343|1
鹿児島|415|18,986|34|0|378|12
沖縄|2,486|39,038|193|5|2,251|46
（その他）|149|-|0|-|149|-
合計|82,597|1,889,535|5,298|151|75,708|1,570
