都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|7,163|128,775|2,214|19|4,800|149
青森|281|6,373|19|2|256|6
岩手|137|7,787|90|1|50|1
宮城|1,100|18,124|190|8|901|9
秋田|74|3,155|6|1|68|0
山形|109|7,236|20|0|89|1
福島|478|37,883|61|4|411|6
茨城|1,284|15,503|305|6|960|19
栃木|573|51,197|73|6|500|2
群馬|1,045|34,203|99|1|925|21
埼玉|7,704|217,890|1,079|19|6,493|132
千葉|6,447|155,589|822|9|5,539|86
東京|38,022|707,444|3,948|41|33,595|479
神奈川|11,414|234,414|1,207|44|10,022|185
新潟|313|21,125|102|1|211|0
富山|446|16,124|21|0|399|26
石川|835|20,711|8|0|778|49
福井|303|13,642|31|0|261|11
山梨|298|12,801|50|2|241|7
⾧野|618|27,741|177|0|440|6
岐阜|932|31,534|143|1|776|13
静岡|1,111|51,416|339|3|768|4
愛知|8,819|125,338|1,580|18|7,133|106
三重|732|18,271|130|5|595|7
滋賀|740|25,153|92|0|639|9
京都|2,409|60,062|214|3|2,160|35
大阪|17,930|296,260|3,181|98|14,452|278
兵庫|4,775|86,024|698|27|3,998|79
奈良|1,010|29,663|204|5|795|11
和歌山|395|12,428|73|4|312|4
鳥取|53|15,397|7|0|46|0
島根|142|6,498|1|0|141|0
岡山|508|17,220|109|3|310|11
広島|750|31,670|59|0|687|6
山口|356|13,795|120|2|230|2
徳島|179|7,750|8|2|161|9
香川|131|15,835|21|0|108|2
愛媛|234|5,534|112|2|116|6
高知|148|3,729|4|0|140|4
福岡|5,552|190,077|187|3|5,259|106
佐賀|293|8,901|16|0|278|1
⾧崎|254|25,798|14|0|243|3
熊本|970|23,064|73|2|872|12
大分|223|25,048|57|0|163|3
宮崎|433|8,918|61|0|372|1
鹿児島|592|25,683|48|0|537|13
沖縄|4,015|67,667|319|3|3,633|68
（その他）|149|-|0|-|149|-
合計|132,479|2,966,450|18,392|345|112,012|1,988
