都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|2,058|56,243|120|0|1,831|107
青森|36|2,378|1|0|34|1
岩手|23|4,163|0|0|23|0
宮城|392|10,190|54|0|336|2
秋田|53|2,121|2|0|51|0
山形|78|5,127|2|1|76|1
福島|251|19,800|42|2|206|3
茨城|649|12,424|34|4|598|17
栃木|427|29,943|57|1|370|1
群馬|699|20,337|85|1|595|19
埼玉|4,600|140,657|270|7|4,229|101
千葉|3,822|86,970|287|7|3,465|70
東京|25,335|443,207|2,150|26|22,779|406
神奈川|6,760|149,564|530|27|6,094|136
新潟|170|15,140|15|0|155|0
富山|412|11,696|5|0|382|25
石川|776|12,580|52|0|677|47
福井|244|9,692|2|1|229|11
山梨|182|10,581|4|2|172|6
長野|305|18,662|5|0|305|1
岐阜|622|22,211|28|3|584|10
静岡|532|33,644|15|1|516|1
愛知|5,290|74,449|357|15|4,850|83
三重|495|12,325|77|3|411|7
滋賀|495|11,641|24|0|463|8
京都|1,731|41,742|60|2|1,646|25
大阪|10,483|180,249|565|30|9,705|203
兵庫|2,674|55,275|105|8|2,510|59
奈良|567|20,290|17|0|541|9
和歌山|240|9,244|4|0|229|4
鳥取|36|5,428|7|0|29|0
島根|140|5,652|3|0|137|0
岡山|154|8,110|1|-|147|-
広島|533|20,619|47|2|467|3
山口|198|9,601|6|1|190|2
徳島|147|6,875|12|0|123|9
香川|93|10,520|3|0|88|2
愛媛|114|4,049|0|0|108|6
高知|138|3,459|1|0|133|4
福岡|5,027|47,195|117|10|4,815|95
佐賀|245|5,874|2|0|245|0
長崎|236|18,085|2|0|231|3
熊本|572|16,338|7|0|557|8
大分|158|16,449|3|0|153|2
宮崎|344|8,560|1|0|343|1
鹿児島|411|18,752|29|0|376|12
沖縄|2,441|38,286|163|7|2,236|46
（その他）|149|-|0|-|149|-
合計|81,537|1,766,397|5,373|161|74,589|1,556
