都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|2,323|63,459|204|0|2,012|107
青森|37|2,590|1|0|35|1
岩手|24|4,599|1|0|23|0
宮城|474|11,312|58|1|414|2
秋田|58|2,309|5|0|53|0
山形|81|5,281|4|0|76|1
福島|302|22,541|58|4|240|4
茨城|706|12,878|53|5|636|17
栃木|445|33,337|23|0|422|1
群馬|755|24,642|44|5|692|19
埼玉|5,051|152,675|416|6|4,533|102
千葉|4,268|104,558|325|13|3,871|72
東京|27,569|503,424|2,004|24|25,144|421
神奈川|7,471|167,935|496|19|6,825|150
新潟|177|16,216|8|0|169|0
富山|422|13,250|7|0|389|26
石川|780|14,335|21|0|712|47
福井|249|10,179|5|0|233|11
山梨|196|10,962|9|1|182|6
長野|320|20,010|13|0|306|1
岐阜|633|24,135|11|1|612|10
静岡|565|37,352|24|0|539|2
愛知|5,504|83,697|260|11|5,155|89
三重|535|13,981|31|0|497|7
滋賀|514|12,804|17|0|489|8
京都|1,809|45,380|63|2|1,719|27
大阪|11,109|200,492|443|23|10,430|223
兵庫|2,881|60,473|137|12|2,685|59
奈良|595|21,963|26|0|560|9
和歌山|249|9,667|8|0|234|4
鳥取|36|5,527|3|0|33|0
島根|140|5,925|0|0|140|0
岡山|163|8,654|8|3|152|1
広島|625|22,098|57|0|562|3
山口|209|10,572|10|1|197|2
徳島|149|7,085|0|0|131|9
香川|93|11,478|0|0|91|2
愛媛|115|4,175|1|0|108|6
高知|138|3,533|0|0|134|4
福岡|5,101|143,150|76|6|4,926|99
佐賀|248|6,280|3|0|247|0
長崎|239|19,842|4|0|233|3
熊本|673|17,381|55|0|574|8
大分|158|18,121|1|0|155|2
宮崎|344|8,656|0|0|344|1
鹿児島|447|20,254|31|0|413|12
沖縄|2,729|44,109|268|8|2,417|48
（その他）|149|-|0|-|149|-
合計|87,858|2,063,276|5,292|145|80,893|1,626
