都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|17,521|321,207|1,364|12|15,579|607
青森|717|13,318|52|2|652|13
岩手|496|20,053|18|2|451|27
宮城|3,410|48,460|284|8|3,104|22
秋田|261|6,716|44|0|216|1
山形|506|14,452|58|2|435|13
福島|1,735|85,948|234|12|1,457|44
茨城|4,846|23,418|664|15|4,116|66
栃木|3,774|106,641|470|17|3,257|47
群馬|3,892|75,278|355|13|3,466|71
埼玉|25,347|454,412|3,928|71|21,061|358
千葉|22,508|329,992|5,522|48|16,732|254
東京|100,234|1,323,836|11,719|133|87,621|894
神奈川|40,985|499,192|3,002|103|37,510|473
新潟|911|36,997|108|2|793|10
富山|872|30,902|47|2|798|27
石川|1,466|40,672|88|3|1,331|58
福井|517|26,970|68|4|429|20
山梨|901|14,741|33|3|854|14
長野|2,290|83,352|167|1|2,111|36
岐阜|4,233|104,581|436|14|3,728|69
静岡|4,608|146,187|618|5|3,912|78
愛知|24,022|317,686|2,415|56|21,207|400
三重|2,203|46,585|360|10|1,814|29
滋賀|2,132|56,576|273|9|1,828|31
京都|8,447|131,645|1,351|16|7,055|119
大阪|43,900|655,142|4,783|179|38,187|930
兵庫|16,468|203,414|1,888|65|14,178|402
奈良|3,067|68,581|317|6|2,711|39
和歌山|1,065|21,613|87|8|943|15
鳥取|199|33,955|26|0|168|2
島根|269|12,166|24|0|245|0
岡山|2,345|51,686|252|10|2,013|20
広島|4,815|120,841|312|13|4,381|92
山口|1,240|45,815|276|0|934|21
徳島|386|21,920|53|2|319|14
香川|657|37,611|156|1|486|15
愛媛|995|25,577|116|3|860|19
高知|851|6,912|35|4|802|14
福岡|16,176|371,118|2,466|38|13,523|187
佐賀|953|23,950|104|3|857|4
長崎|1,526|57,116|240|3|1,262|28
熊本|3,343|51,533|213|19|2,943|63
大分|1,166|63,381|169|3|980|17
宮崎|1,836|23,136|177|6|1,652|20
鹿児島|1,632|56,203|188|4|1,444|19
沖縄|7,585|126,082|759|7|6,741|90
（その他）|149|-|0|-|149|-
合計|389,457|6,437,569|46,319|937|337,295|5,792
