都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|2,378|65,059|221|0|2,050|107
青森|39|2,613|2|0|36|1
岩手|24|4,676|1|0|23|0
宮城|486|11,525|57|1|427|2
秋田|59|2,336|6|0|53|0
山形|81|5,294|3|0|77|1
福島|317|23,132|70|3|242|5
茨城|710|12,963|49|5|644|17
栃木|444|33,493|18|0|428|1
群馬|761|24,875|37|5|703|19
埼玉|5,100|155,260|373|9|4,625|102
千葉|4,322|106,036|326|12|3,923|73
東京|27,793|510,031|2,014|25|25,358|421
神奈川|7,537|171,238|508|23|6,878|151
新潟|179|16,303|9|0|170|0
富山|422|13,428|4|0|392|26
石川|780|14,400|21|0|712|47
福井|249|10,203|4|0|234|11
山梨|197|11,030|2|1|189|6
長野|320|20,176|9|0|310|1
岐阜|635|24,152|10|1|615|10
静岡|567|37,686|13|0|552|2
愛知|5,539|84,673|255|9|5,193|91
三重|538|14,179|30|0|505|7
滋賀|515|12,916|16|0|491|8
京都|1,851|46,473|86|2|1,738|27
大阪|11,180|202,192|423|22|10,520|224
兵庫|2,905|61,103|133|11|2,713|59
奈良|600|22,343|26|1|565|9
和歌山|249|9,755|7|0|235|4
鳥取|36|5,535|2|0|34|0
島根|140|5,932|0|0|140|0
岡山|163|8,654|8|3|152|1
広島|642|24,559|57|1|569|3
山口|209|10,670|9|1|198|2
徳島|149|7,096|0|0|131|9
香川|94|11,526|1|0|91|2
愛媛|115|4,189|1|0|108|6
高知|139|3,540|1|0|134|4
福岡|5,105|144,216|69|6|4,937|99
佐賀|248|6,296|2|0|248|0
長崎|241|19,974|3|0|233|3
熊本|690|17,694|70|1|590|8
大分|158|18,143|1|0|155|2
宮崎|344|8,672|0|0|344|1
鹿児島|456|20,585|27|0|428|12
沖縄|2,754|44,764|261|6|2,448|49
（その他）|149|-|0|-|149|-
合計|88,609|2,091,588|5,245|148|81,690|1,633
