都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|1,845|47,800|81|2|1,659|105
青森|35|2,163|2|0|32|1
岩手|23|3,467|5|0|18|0
宮城|256|8,452|48|0|206|2
秋田|50|1,846|2|0|48|0
山形|78|3,137|2|1|76|1
福島|186|16,269|52|2|134|0
茨城|589|11,470|52|3|523|14
栃木|319|24,584|19|1|299|1
群馬|502|16,368|73|0|405|19
埼玉|4,172|120,926|341|8|3,736|95
千葉|3,281|61,286|283|8|2,933|65
東京|22,168|366,455|2,202|24|19,587|379
神奈川|5,629|125,835|612|30|4,891|126
新潟|147|13,570|7|1|140|0
富山|409|10,458|28|1|358|25
石川|718|10,000|108|0|570|40
福井|244|9,044|50|4|184|8
山梨|178|9,890|10|1|163|5
長野|293|16,712|33|0|265|1
岐阜|568|19,278|18|2|540|10
静岡|499|28,146|29|2|469|1
愛知|4,730|60,130|444|17|4,212|74
三重|443|10,854|84|2|355|4
滋賀|466|10,221|41|1|418|7
京都|1,594|34,873|137|3|1,432|25
大阪|9,232|151,066|791|42|8,262|171
兵庫|2,378|48,018|118|12|2,206|54
奈良|540|17,993|35|2|497|8
和歌山|235|8,839|3|0|225|4
鳥取|22|4,601|0|0|22|0
島根|137|5,032|0|0|137|0
岡山|146|7,049|4|-|141|-
広島|464|18,484|12|0|449|3
山口|189|7,510|41|1|147|0
徳島|146|6,460|52|3|83|6
香川|86|9,006|11|0|73|2
愛媛|114|3,900|1|0|107|6
高知|134|3,255|7|1|124|3
福岡|4,845|43,331|625|17|4,145|74
佐賀|242|5,358|5|0|237|0
長崎|234|15,876|18|0|214|3
熊本|554|12,477|41|0|495|8
大分|158|13,974|18|0|138|2
宮崎|339|8,251|18|0|321|1
鹿児島|371|16,872|36|1|324|11
沖縄|2,244|30,027|240|6|1,967|41
（その他）|149|-|0|-|149|-
合計|72,381|1,480,613|6,839|198|64,116|1,405
