都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|2,075|56,568|126|0|1,842|107
青森|36|2,414|1|0|34|1
岩手|23|4,168|0|0|23|0
宮城|397|10,218|47|1|348|2
秋田|53|2,131|0|0|53|0
山形|78|5,149|2|1|76|1
福島|251|19,863|39|3|209|3
茨城|652|12,436|34|4|601|17
栃木|428|30,149|48|1|379|1
群馬|699|20,615|69|1|611|19
埼玉|4,624|142,930|260|7|4,262|102
千葉|3,862|87,562|285|6|3,506|71
東京|25,547|449,937|2,184|23|22,956|407
神奈川|6,819|151,103|515|22|6,167|137
新潟|170|15,290|10|0|160|0
富山|417|12,090|9|0|383|25
石川|776|12,853|46|0|683|47
福井|244|9,734|2|1|229|11
山梨|183|10,602|5|2|172|6
長野|305|18,821|4|0|306|1
岐阜|623|22,525|28|2|585|10
静岡|534|34,154|16|1|516|2
愛知|5,309|75,800|349|16|4,877|83
三重|502|12,476|84|3|411|7
滋賀|501|11,797|28|0|465|8
京都|1,739|41,975|64|2|1,650|25
大阪|10,534|182,508|537|27|9,784|204
兵庫|2,684|55,781|103|8|2,522|59
奈良|568|20,292|18|0|541|9
和歌山|241|9,256|5|0|229|4
鳥取|36|5,453|6|0|30|0
島根|140|5,734|3|0|137|0
岡山|154|8,110|1|-|147|-
広島|548|20,707|61|2|469|3
山口|201|9,714|9|1|190|2
徳島|147|6,884|9|0|126|9
香川|93|10,637|3|0|88|2
愛媛|114|4,060|0|0|108|6
高知|138|3,463|1|0|133|4
福岡|5,028|130,848|95|10|4,837|96
佐賀|245|5,935|2|0|245|0
長崎|236|18,248|2|0|231|3
熊本|573|16,349|6|0|559|8
大分|158|16,725|3|0|153|2
宮崎|344|8,572|1|0|343|1
鹿児島|415|18,871|34|0|378|12
沖縄|2,460|38,566|170|7|2,248|46
（その他）|149|-|0|-|149|-
合計|82,053|1,870,073|5,324|151|75,151|1,563
