都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|1,781|44,276|120|2|1,558|103
青森|35|2,036|2|0|32|1
岩手|19|3,118|10|0|9|0
宮城|207|7,886|15|0|190|2
秋田|49|1,787|4|0|45|0
山形|78|3,105|2|1|76|1
福島|167|14,935|58|1|109|0
茨城|549|10,845|62|2|474|13
栃木|306|22,354|23|3|284|1
群馬|445|14,568|83|0|338|19
埼玉|3,975|107,626|537|11|3,348|90
千葉|3,068|56,338|370|9|2,635|63
東京|20,987|327,856|2,565|29|18,058|364
神奈川|5,020|115,627|570|23|4,327|123
新潟|144|12,646|8|0|136|0
富山|394|7,776|75|0|301|25
石川|653|8,106|136|2|484|33
福井|232|7,966|68|3|154|8
山梨|173|9,559|15|1|154|4
長野|261|14,562|80|0|180|-
岐阜|558|18,158|23|3|525|10
静岡|482|25,953|46|1|435|1
愛知|4,535|54,272|723|17|3,747|65
三重|380|9,868|73|3|305|2
滋賀|452|9,273|89|5|357|6
京都|1,452|31,696|169|1|1,260|23
大阪|8,656|136,336|1,228|61|7,268|155
兵庫|2,276|44,670|167|13|2,056|53
奈良|523|12,972|44|3|473|6
和歌山|230|8,627|6|0|217|4
鳥取|22|4,557|0|0|22|0
島根|137|4,890|4|0|133|0
岡山|145|5,880|14|-|128|-
広島|458|17,843|14|0|441|3
山口|170|6,930|81|0|89|0
徳島|133|5,935|62|3|62|4
香川|77|8,176|7|0|69|1
愛媛|114|3,813|2|0|106|6
高知|128|3,051|19|1|104|3
福岡|4,598|40,915|893|14|3,643|62
佐賀|237|5,132|18|0|220|0
長崎|232|14,766|22|1|185|3
熊本|524|11,485|68|0|435|7
大分|147|12,462|15|0|130|2
宮崎|337|8,080|35|0|302|1
鹿児島|362|15,890|53|1|297|11
沖縄|2,139|25,614|430|11|1,685|28
（その他）|149|-|0|-|149|-
合計|68,196|1,340,216|9,108|225|57,735|1,306
