都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|13,685|242,370|1,691|20|11,521|472
青森|506|10,014|103|2|395|8
岩手|394|14,494|63|4|307|24
宮城|2,232|24,910|401|3|1,815|16
秋田|146|4,565|35|0|110|1
山形|397|10,193|71|6|317|9
福島|983|58,511|218|5|744|21
茨城|2,560|18,572|321|6|2,201|38
栃木|1,662|73,728|590|10|1,072|6
群馬|2,412|52,671|351|10|2,015|46
埼玉|14,937|322,873|3,142|61|11,580|215
千葉|11,683|227,912|2,543|17|9,016|124
東京|62,590|996,675|10,301|101|51,657|632
神奈川|22,480|342,311|3,496|74|18,701|283
新潟|565|28,372|120|1|445|3
富山|572|21,742|55|2|491|26
石川|1,105|30,157|140|7|927|51
福井|359|19,660|19|0|327|12
山梨|568|14,525|75|3|482|11
長野|1,242|48,235|182|3|1,057|16
岐阜|2,442|66,112|553|11|1,851|38
静岡|2,788|94,030|526|7|2,221|41
愛知|16,905|199,918|2,555|40|14,129|221
三重|1,324|30,675|167|6|1,138|19
滋賀|1,260|38,138|261|5|986|13
京都|4,803|95,241|962|14|3,829|53
大阪|30,772|472,962|3,834|169|26,337|601
兵庫|10,236|142,967|1,171|51|8,844|221
奈良|2,108|47,698|387|11|1,696|25
和歌山|652|16,669|64|4|570|7
鳥取|123|24,313|49|1|72|0
島根|214|9,344|27|2|187|0
岡山|1,440|31,723|384|8|762|13
広島|3,466|75,233|699|18|2,364|41
山口|597|26,760|114|3|476|3
徳島|199|15,373|6|0|184|9
香川|311|24,487|83|1|225|3
愛媛|484|13,766|92|3|379|13
高知|687|5,995|96|6|582|9
福岡|8,774|268,262|1,573|16|7,272|119
佐賀|477|15,063|52|1|428|3
長崎|703|40,149|234|2|311|5
熊本|1,947|37,210|205|8|1,539|21
大分|720|43,455|126|4|588|6
宮崎|759|12,454|91|0|668|5
鹿児島|1,033|40,094|128|2|905|14
沖縄|5,451|90,347|373|3|5,002|81
（その他）|149|-|0|-|149|-
合計|241,902|4,540,928|38,729|731|198,874|3,598
