都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|2,159|59,459|136|0|1,916|107
青森|37|2,458|2|0|34|1
岩手|23|4,282|1|0|23|0
宮城|425|10,803|47|1|376|2
秋田|58|2,145|0|0|53|0
山形|78|5,195|1|0|77|1
福島|267|21,106|42|3|221|4
茨城|676|12,623|46|4|613|17
栃木|437|31,518|38|0|396|1
群馬|728|22,851|42|2|664|19
埼玉|4,800|145,670|334|5|4,364|102
千葉|4,047|96,680|329|9|3,646|72
東京|26,484|470,228|2,110|26|23,963|411
神奈川|7,136|156,859|526|16|6,467|143
新潟|170|15,659|4|0|166|0
富山|422|12,509|11|1|385|26
石川|777|13,530|34|0|696|47
福井|244|9,872|0|0|231|11
山梨|193|10,748|14|1|173|6
長野|313|19,157|11|0|307|1
岐阜|630|23,270|25|2|595|10
静岡|551|34,985|29|1|520|2
愛知|5,419|79,108|309|13|5,024|86
三重|527|13,267|60|2|460|7
滋賀|505|12,148|22|0|475|8
京都|1,767|43,228|67|3|1,674|26
大阪|10,809|190,440|511|22|10,072|218
兵庫|2,783|58,020|123|7|2,601|59
奈良|581|20,885|22|0|550|9
和歌山|242|9,372|4|0|231|4
鳥取|36|5,493|5|0|31|0
島根|140|5,820|1|0|140|0
岡山|158|8,110|8|-|149|-
広島|603|21,121|106|0|491|3
山口|201|10,079|6|1|193|2
徳島|149|6,980|7|0|131|9
香川|93|10,931|3|0|88|2
愛媛|115|4,119|1|0|108|6
高知|138|3,508|1|0|133|4
福岡|5,054|135,726|74|6|4,881|99
佐賀|246|6,156|2|0|246|0
長崎|238|18,928|1|0|232|3
熊本|607|16,764|17|0|560|8
大分|158|17,315|2|0|154|2
宮崎|344|8,601|1|0|343|1
鹿児島|428|19,261|38|0|379|12
沖縄|2,588|40,691|228|6|2,317|47
（その他）|149|-|0|-|149|-
合計|84,733|1,947,678|5,401|131|77,698|1,598
