都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|12,495|218,395|1,750|33|10,418|411
青森|403|8,756|30|2|367|6
岩手|343|13,209|101|3|220|20
宮城|1,831|23,979|357|6|1,462|12
秋田|104|3,973|11|0|92|1
山形|334|9,710|98|5|233|3
福島|782|51,674|175|5|593|14
茨城|2,187|18,369|226|9|1,926|35
栃木|1,106|67,312|263|13|843|4
群馬|2,001|49,380|340|11|1,628|33
埼玉|12,215|295,862|2,305|40|9,724|186
千葉|9,466|209,691|1,368|19|7,989|109
東京|53,130|934,315|6,027|69|46,525|578
神奈川|17,732|326,214|2,216|61|15,272|244
新潟|457|26,210|67|0|390|3
富山|507|20,661|32|1|449|26
石川|980|27,787|81|2|853|50
福井|338|18,049|12|2|315|11
山梨|492|14,369|38|2|444|10
長野|1,061|42,671|92|4|941|11
岐阜|1,839|58,989|352|7|1,461|26
静岡|2,440|85,933|467|7|1,940|33
愛知|14,409|182,125|2,163|39|12,072|174
三重|1,176|26,913|148|3|1,013|15
滋賀|969|34,536|100|1|858|11
京都|3,910|84,619|738|20|3,163|44
大阪|27,812|425,696|3,454|162|23,848|510
兵庫|8,438|125,928|901|41|7,394|143
奈良|1,749|44,508|279|11|1,450|20
和歌山|590|15,944|31|6|541|7
鳥取|74|21,917|9|0|64|0
島根|186|8,556|14|1|172|0
岡山|1,159|27,231|204|3|642|12
広島|2,454|62,654|418|17|1,325|16
山口|486|24,734|68|3|411|3
徳島|194|14,474|5|0|179|9
香川|231|21,148|42|0|186|3
愛媛|382|10,895|34|4|337|11
高知|573|5,430|189|3|378|6
福岡|7,547|243,185|1,021|11|6,411|115
佐賀|424|14,049|45|1|381|3
長崎|445|35,880|124|2|295|3
熊本|1,516|31,757|156|4|1,256|15
大分|587|38,839|77|4|505|5
宮崎|677|11,916|71|1|606|5
鹿児島|890|35,196|95|1|795|13
沖縄|5,047|84,891|283|5|4,689|80
（その他）|149|-|0|-|149|-
合計|204,317|4,158,529|27,077|644|173,205|3,049
