都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|8,274|143,394|2,850|23|5,825|180
青森|287|6,569|16|2|265|6
岩手|183|9,057|93|1|89|1
宮城|1,181|18,642|174|7|997|10
秋田|90|3,500|19|0|70|1
山形|122|7,425|21|1|98|1
福島|496|39,392|58|6|432|6
茨城|1,508|16,407|375|12|1,112|21
栃木|619|53,084|92|5|527|2
群馬|1,177|35,486|182|3|974|21
埼玉|8,222|230,760|1,247|29|6,836|139
千葉|6,864|161,405|892|11|5,886|86
東京|40,210|750,084|3,989|67|35,733|488
神奈川|12,327|249,352|1,346|59|10,787|194
新潟|329|22,133|101|0|228|0
富山|457|16,966|23|0|408|26
石川|846|21,792|13|0|783|50
福井|314|14,585|28|0|275|11
山梨|336|13,459|46|3|282|8
⾧野|691|30,587|110|0|556|6
岐阜|1,034|33,315|163|1|857|14
静岡|1,447|55,546|474|5|963|10
愛知|9,632|135,512|1,766|26|7,751|115
三重|826|19,848|184|7|635|7
滋賀|777|27,370|83|1|685|9
京都|2,585|64,192|267|5|2,281|37
大阪|19,630|317,766|3,794|107|15,507|310
兵庫|5,314|93,326|769|37|4,465|80
奈良|1,106|31,912|197|6|898|11
和歌山|436|13,187|78|8|345|6
鳥取|58|16,327|5|0|52|0
島根|146|6,772|5|0|141|0
岡山|583|19,205|156|3|363|11
広島|785|34,211|62|2|714|6
山口|381|17,013|105|2|270|2
徳島|181|7,809|11|1|163|9
香川|138|16,739|17|0|119|2
愛媛|304|6,862|149|4|149|6
高知|149|3,752|3|0|142|4
福岡|5,758|199,025|311|5|5,340|107
佐賀|307|9,571|25|0|284|1
⾧崎|265|26,776|18|0|247|3
熊本|1,006|23,727|65|6|914|13
大分|273|27,113|80|0|190|3
宮崎|477|9,431|93|2|384|1
鹿児島|612|27,152|41|1|571|13
沖縄|4,247|72,029|396|4|3,788|68
（その他）|149|-|0|-|149|-
合計|143,139|3,159,567|20,992|462|120,530|2,105
