都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|1,873|49,584|62|2|1,705|106
青森|35|2,206|2|0|32|1
岩手|23|3,610|4|0|19|0
宮城|302|8,871|75|0|225|2
秋田|50|1,855|0|0|50|0
山形|78|3,151|2|1|76|1
福島|208|17,039|48|2|160|0
茨城|612|11,550|59|4|538|15
栃木|338|25,806|19|2|302|1
群馬|547|17,333|91|0|431|19
埼玉|4,286|123,464|323|7|3,866|97
千葉|3,405|66,682|316|8|3,022|67
東京|23,003|380,646|2,450|24|20,171|382
神奈川|5,944|128,296|676|32|5,141|127
新潟|149|13,851|8|1|141|0
富山|408|10,832|15|0|368|25
石川|730|10,742|85|0|603|42
福井|244|9,229|40|4|194|8
山梨|179|9,977|10|1|164|5
長野|296|17,030|24|1|277|1
岐阜|592|19,908|35|2|547|10
静岡|504|29,710|23|2|480|1
愛知|4,864|62,277|387|15|4,402|75
三重|457|11,211|80|2|372|5
滋賀|471|10,587|37|1|427|7
京都|1,607|35,638|108|2|1,474|25
大阪|9,604|158,258|856|36|8,561|179
兵庫|2,455|49,506|115|7|2,285|55
奈良|545|18,233|28|2|509|8
和歌山|236|8,910|4|0|225|4
鳥取|31|4,656|9|0|22|0
島根|137|5,200|0|0|137|0
岡山|146|7,511|1|-|145|-
広島|466|18,642|7|0|456|3
山口|194|8,127|42|1|151|1
徳島|147|6,619|46|3|91|8
香川|89|9,296|9|0|78|2
愛媛|114|3,921|1|0|107|6
高知|137|3,315|7|0|126|4
福岡|4,932|44,529|449|15|4,402|79
佐賀|244|5,517|4|0|240|0
長崎|235|16,363|8|0|219|3
熊本|569|13,039|38|0|520|8
大分|158|14,507|13|0|143|2
宮崎|342|8,279|11|0|331|1
鹿児島|372|17,075|13|1|372|11
沖縄|2,290|27,827|201|7|2,048|45
（その他）|149|-|0|-|149|-
合計|74,797|1,530,415|6,841|185|66,504|1,441
