都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|13,857|245,412|1,704|23|11,771|479
青森|523|10,630|92|2|423|8
岩手|400|14,691|55|4|321|24
宮城|2,268|25,211|286|5|1,966|16
秋田|157|4,867|37|0|119|1
山形|407|10,445|66|5|332|9
福島|1,033|59,974|239|8|770|24
茨城|2,659|19,019|368|9|2,253|38
栃木|1,842|74,750|669|9|1,173|7
群馬|2,493|55,899|352|10|2,094|47
埼玉|15,545|333,411|3,467|70|11,853|225
千葉|11,877|234,043|2,631|20|9,122|124
東京|64,752|1,031,765|11,458|111|52,646|648
神奈川|23,514|363,054|3,413|86|19,811|290
新潟|582|28,879|106|1|476|3
富山|587|22,961|51|2|510|26
石川|1,139|30,584|158|8|943|51
福井|362|20,116|18|0|331|12
山梨|605|14,642|85|2|509|11
長野|1,304|53,218|184|3|1,099|18
岐阜|2,592|68,394|603|12|1,948|41
静岡|2,855|101,620|535|6|2,278|42
愛知|17,242|231,862|2,469|39|14,541|232
三重|1,369|30,675|177|5|1,172|20
滋賀|1,321|39,393|267|9|1,041|13
京都|5,154|97,288|1,151|21|3,989|62
大阪|31,452|482,366|4,167|161|26,666|619
兵庫|10,449|146,101|1,033|49|9,183|233
奈良|2,160|52,055|357|10|1,777|26
和歌山|678|16,873|83|4|577|7
鳥取|129|25,689|53|2|74|0
島根|215|9,344|22|1|193|0
岡山|1,524|31,723|292|8|1,032|15
広島|3,587|75,233|702|14|2,562|45
山口|632|29,766|129|3|496|3
徳島|206|15,659|12|0|185|9
香川|323|25,344|88|1|232|3
愛媛|518|13,869|111|4|394|13
高知|696|6,027|82|5|604|10
福岡|9,664|274,151|1,762|19|7,780|122
佐賀|510|15,527|73|1|440|3
長崎|757|41,316|241|9|467|5
熊本|1,981|37,649|200|10|1,580|22
大分|746|45,203|136|4|604|6
宮崎|916|13,756|216|2|700|9
鹿児島|1,072|41,163|150|2|922|14
沖縄|5,540|92,095|358|5|5,104|83
（その他）|149|-|0|-|149|-
合計|250,343|4,713,712|40,908|784|205,212|3,718
