都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|18,814|368,319|700|10|17,423|656
青森|812|17,021|60|1|733|19
岩手|553|23,832|31|1|492|30
宮城|3,561|65,804|100|4|3,437|24
秋田|269|6,949|8|0|255|6
山形|537|17,066|15|0|507|15
福島|1,872|105,311|90|5|1,716|66
茨城|5,582|24,712|359|12|5,120|103
栃木|4,037|121,978|183|8|3,789|65
群馬|4,375|88,125|185|6|4,107|83
埼玉|28,655|529,187|1,744|39|26,390|521
千葉|25,577|385,826|2,074|21|23,108|395
東京|109,734|1,479,717|4,152|82|104,317|1,265
神奈川|44,085|565,643|1,168|38|42,269|648
新潟|1,032|42,311|83|1|935|14
富山|898|34,876|21|3|850|27
石川|1,791|48,335|217|4|1,561|61
福井|542|30,824|15|0|502|25
山梨|934|24,827|20|2|899|16
長野|2,358|94,428|22|0|2,327|41
岐阜|4,666|127,824|183|9|4,380|103
静岡|5,003|176,824|242|1|4,669|92
愛知|25,537|371,954|927|29|24,108|502
三重|2,476|60,178|179|10|2,249|48
滋賀|2,384|67,496|134|6|2,207|43
京都|8,975|149,842|437|2|8,408|149
大阪|46,581|756,909|1,366|107|43,706|1,089
兵庫|17,779|238,458|616|49|16,658|505
奈良|3,335|78,866|131|4|3,159|45
和歌山|1,159|24,211|24|2|1,094|17
鳥取|208|38,963|3|0|200|2
島根|281|14,340|4|0|277|0
岡山|2,466|63,400|89|3|2,340|29
広島|4,996|149,875|84|7|4,803|101
山口|1,369|55,951|90|1|1,244|35
徳島|447|25,402|40|1|391|16
香川|742|43,531|40|1|684|18
愛媛|1,050|31,206|40|1|987|23
高知|884|7,091|8|1|859|17
福岡|17,787|427,846|1,004|25|16,519|264
佐賀|1,012|26,704|26|0|1,000|7
長崎|1,590|65,467|45|1|1,508|36
熊本|3,432|56,482|69|7|3,299|72
大分|1,285|76,372|59|0|1,206|20
宮崎|1,943|24,614|42|0|1,865|21
鹿児島|1,745|65,178|76|5|1,668|24
沖縄|8,083|141,275|282|1|7,692|114
（その他）|149|-|0|-|149|-
合計|423,382|7,441,350|17,487|510|398,066|7,472
