都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|2,347|64,209|211|0|2,029|107
青森|37|2,590|1|0|35|1
岩手|24|4,599|1|0|23|0
宮城|484|11,436|62|1|420|2
秋田|59|2,309|5|0|53|0
山形|81|5,283|4|0|76|1
福島|314|22,904|70|4|240|4
茨城|709|12,878|53|5|639|17
栃木|445|33,448|23|0|424|1
群馬|759|24,772|44|5|692|19
埼玉|5,082|152,740|407|8|4,573|102
千葉|4,311|104,962|349|13|3,889|73
東京|27,715|503,424|2,085|24|25,209|421
神奈川|7,508|167,935|496|19|6,862|150
新潟|179|16,249|10|0|169|0
富山|422|13,250|7|0|389|26
石川|780|14,384|21|0|712|47
福井|249|10,194|4|0|234|11
山梨|196|10,962|9|1|182|6
長野|320|20,010|12|0|307|1
岐阜|634|24,149|12|1|612|10
静岡|565|37,352|24|0|539|2
愛知|5,525|84,316|256|10|5,179|90
三重|537|14,087|30|0|500|7
滋賀|514|12,837|16|0|490|8
京都|1,809|45,380|63|2|1,719|27
大阪|11,154|201,310|470|24|10,448|223
兵庫|2,893|60,792|141|11|2,693|59
奈良|599|21,963|27|0|563|9
和歌山|249|9,683|8|0|234|4
鳥取|36|5,528|2|0|34|0
島根|140|5,930|0|0|140|0
岡山|163|8,654|8|3|152|1
広島|627|22,098|55|0|568|3
山口|209|10,628|10|1|197|2
徳島|149|7,085|0|0|131|9
香川|94|11,526|1|0|91|2
愛媛|115|4,175|1|0|108|6
高知|139|3,540|1|0|134|4
福岡|5,101|143,502|76|6|4,926|99
佐賀|248|6,282|3|0|247|0
長崎|239|19,903|3|0|233|3
熊本|690|17,694|70|1|590|8
大分|158|18,138|1|0|155|2
宮崎|344|8,656|0|0|344|1
鹿児島|447|20,254|31|0|413|12
沖縄|2,740|44,353|260|7|2,436|48
（その他）|149|-|0|-|149|-
合計|88,288|2,068,353|5,443|146|81,182|1,628
