都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|18,901|370,987|706|8|17,527|665
青森|813|17,120|42|0|752|19
岩手|553|24,184|30|1|493|30
宮城|3,568|66,457|95|3|3,448|25
秋田|269|7,031|6|0|257|6
山形|537|17,236|11|0|511|15
福島|1,885|106,514|88|7|1,728|69
茨城|5,611|24,833|339|12|5,169|103
栃木|4,048|122,494|173|8|3,810|65
群馬|4,402|89,498|177|6|4,142|83
埼玉|28,861|533,758|1,659|36|26,674|528
千葉|25,766|391,887|1,807|21|23,543|416
東京|110,187|1,490,491|3,775|77|105,127|1,285
神奈川|44,278|571,658|1,134|37|42,489|655
新潟|1,041|42,636|82|1|945|14
富山|903|35,301|23|3|853|27
石川|1,811|48,841|197|3|1,589|61
福井|542|31,484|14|0|503|25
山梨|935|24,827|14|2|906|16
長野|2,358|95,860|17|0|2,332|41
岐阜|4,687|129,688|181|9|4,400|106
静岡|5,046|179,607|241|1|4,709|93
愛知|25,599|377,566|827|31|24,262|510
三重|2,486|60,178|143|8|2,292|51
滋賀|2,411|71,346|135|6|2,232|44
京都|9,017|151,641|437|2|8,445|153
大阪|46,779|763,271|1,217|100|44,047|1,097
兵庫|17,820|240,694|561|49|16,753|506
奈良|3,341|79,558|116|4|3,180|45
和歌山|1,160|24,272|17|2|1,102|17
鳥取|208|39,407|3|0|200|2
島根|282|15,115|3|0|279|0
岡山|2,472|63,400|89|3|2,340|29
広島|5,004|149,875|69|6|4,823|101
山口|1,370|55,951|74|1|1,260|36
徳島|447|25,617|40|1|395|16
香川|747|43,673|38|1|691|18
愛媛|1,055|31,271|38|1|994|23
高知|884|7,091|4|1|863|17
福岡|17,845|431,524|913|24|16,659|273
佐賀|1,028|27,079|38|0|1,003|8
長崎|1,608|66,043|40|1|1,526|36
熊本|3,437|56,482|64|7|3,299|72
大分|1,288|77,318|53|0|1,214|21
宮崎|1,946|24,645|36|0|1,876|21
鹿児島|1,754|66,182|61|3|1,686|25
沖縄|8,109|142,263|282|1|7,718|114
（その他）|149|-|0|-|149|-
合計|425,248|7,513,854|16,109|487|401,195|7,582
