都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|5,494|108,980|1,842|18|3,525|127
青森|279|6,182|32|2|241|6
岩手|75|6,491|46|0|29|0
宮城|988|16,359|173|4|807|8
秋田|73|2,872|7|1|66|0
山形|98|7,037|13|0|84|1
福島|438|35,528|40|5|392|6
茨城|977|14,972|160|3|799|18
栃木|517|48,552|26|4|491|2
群馬|961|33,002|43|2|893|20
埼玉|6,908|208,239|812|13|5,975|121
千葉|5,858|146,179|584|7|5,190|84
東京|34,931|673,255|2,755|40|31,704|472
神奈川|10,216|225,019|969|35|9,065|182
新潟|226|19,877|41|0|185|0
富山|428|15,472|4|0|398|26
石川|830|19,744|12|0|769|49
福井|274|12,283|16|0|247|11
山梨|283|12,678|54|2|223|6
⾧野|471|26,206|117|0|353|6
岐阜|823|29,514|103|0|707|13
静岡|894|48,984|178|2|712|4
愛知|7,701|114,785|1,111|15|6,490|100
三重|621|17,127|40|4|574|7
滋賀|672|14,966|85|0|578|9
京都|2,296|57,297|161|2|2,101|34
大阪|15,494|272,190|1,796|72|13,416|264
兵庫|3,974|78,033|410|19|3,492|72
奈良|858|28,118|156|3|691|11
和歌山|333|11,350|41|3|282|4
鳥取|52|6,145|11|0|41|0
島根|141|6,354|0|0|141|0
岡山|399|14,762|80|1|258|10
広島|701|30,258|29|1|658|5
山口|267|12,510|49|2|215|2
徳島|171|7,665|5|1|158|9
香川|115|15,083|12|0|101|2
愛媛|130|4,643|13|0|111|6
高知|144|3,690|0|0|140|4
福岡|5,387|180,556|99|4|5,184|104
佐賀|279|8,136|11|0|269|1
⾧崎|251|24,657|5|0|242|3
熊本|915|21,896|60|3|820|10
大分|168|23,108|7|0|158|3
宮崎|374|8,836|3|1|371|1
鹿児島|558|24,895|45|0|512|13
沖縄|3,768|65,248|308|3|3,399|66
（その他）|149|-|0|-|149|-
合計|117,960|2,769,733|12,564|272|103,406|1,902
