都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|14,133|252,837|1,465|22|12,228|486
青森|545|10,878|101|2|436|8
岩手|405|15,190|50|4|331|24
宮城|2,373|25,563|335|7|2,022|16
秋田|161|4,891|32|0|128|1
山形|418|10,866|64|4|345|9
福島|1,102|62,028|281|8|794|27
茨城|2,820|19,356|457|9|2,324|39
栃木|2,104|78,537|879|12|1,225|7
群馬|2,635|57,440|425|13|2,161|49
埼玉|16,399|344,905|4,121|64|12,041|237
千葉|12,898|241,157|3,118|25|9,649|131
東京|68,790|1,059,706|14,171|121|53,952|667
神奈川|24,780|376,099|3,813|92|20,667|300
新潟|611|29,311|125|1|486|3
富山|635|23,562|89|2|520|26
石川|1,176|31,784|165|9|971|52
福井|380|20,534|33|1|334|12
山梨|622|14,675|88|2|523|11
長野|1,433|54,882|257|7|1,114|18
岐阜|2,785|73,349|634|13|2,108|43
静岡|3,004|105,103|573|7|2,385|46
愛知|17,879|231,862|2,601|40|15,030|248
三重|1,429|30,675|206|4|1,203|20
滋賀|1,424|40,945|339|9|1,071|14
京都|5,375|100,127|1,164|18|4,194|66
大阪|32,619|500,835|4,467|168|27,515|637
兵庫|10,916|150,200|1,099|54|9,565|252
奈良|2,211|53,187|344|10|1,841|26
和歌山|717|17,189|106|5|592|8
鳥取|156|26,853|75|3|79|0
島根|218|9,344|16|1|202|0
岡山|1,649|35,839|292|8|1,032|15
広島|3,740|86,026|703|14|2,734|51
山口|656|32,146|124|2|525|3
徳島|216|16,022|20|0|187|9
香川|369|27,158|116|1|250|3
愛媛|569|14,138|144|3|412|13
高知|712|6,063|80|5|622|10
福岡|9,980|282,169|1,975|20|7,882|123
佐賀|542|15,996|97|1|450|3
長崎|855|43,052|259|10|500|7
熊本|2,096|38,525|212|12|1,650|23
大分|791|47,535|151|4|634|6
宮崎|996|14,580|286|2|710|9
鹿児島|1,157|42,440|188|1|969|14
沖縄|5,677|93,560|440|6|5,158|84
（その他）|149|-|0|-|149|-
合計|263,307|4,869,119|46,780|826|211,900|3,856
