都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|2,804|76,018|311|3|2,384|109
青森|187|4,211|119|3|67|1
岩手|27|5,189|4|0|23|0
宮城|602|13,266|84|3|516|2
秋田|61|2,455|2|0|59|0
山形|84|5,869|4|0|79|1
福島|386|27,702|53|5|327|6
茨城|743|13,569|23|2|702|18
栃木|477|35,163|24|0|453|1
群馬|870|27,925|99|5|749|19
埼玉|5,653|176,782|395|8|5,152|106
千葉|4,836|121,264|396|10|4,363|77
東京|30,127|575,136|1,691|29|27,986|450
神奈川|8,389|191,586|532|24|7,694|163
新潟|182|17,373|3|0|179|0
富山|422|14,298|0|0|396|26
石川|799|16,239|13|0|737|49
福井|256|10,912|3|0|242|11
山梨|203|11,459|3|0|194|6
長野|334|22,342|9|1|324|4
岐阜|672|26,149|31|1|630|11
静岡|596|41,298|20|0|574|2
愛知|5,869|93,722|253|11|5,524|92
三重|555|15,441|12|2|536|7
滋賀|539|13,774|18|0|512|9
京都|1,974|51,461|69|0|1,875|30
大阪|12,089|225,514|600|26|11,237|235
兵庫|3,142|66,553|151|14|2,930|61
奈良|626|24,077|19|2|598|9
和歌山|272|10,282|17|2|247|4
鳥取|37|5,679|2|0|35|0
島根|141|6,127|1|0|141|0
岡山|206|10,217|23|1|161|1
広島|656|26,970|19|0|632|5
山口|213|11,623|5|1|206|2
徳島|164|7,416|7|0|148|9
香川|101|13,053|4|0|95|2
愛媛|116|4,305|0|0|110|6
高知|142|3,614|2|0|136|4
福岡|5,189|158,630|66|4|5,022|101
佐賀|254|6,936|3|0|253|0
長崎|244|21,684|2|0|239|3
熊本|769|19,076|43|0|714|8
大分|159|20,118|0|0|156|3
宮崎|367|8,758|1|0|366|1
鹿児島|463|21,808|7|0|456|12
沖縄|3,194|53,755|356|8|2,784|58
（その他）|149|-|0|-|149|-
合計|96,340|2,336,798|5,499|165|89,092|1,724
