都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|2,390|65,584|210|0|2,073|107
青森|39|2,619|2|0|36|1
岩手|24|4,682|1|0|23|0
宮城|491|11,617|47|1|442|2
秋田|59|2,349|5|0|54|0
山形|81|5,298|3|0|77|1
福島|319|23,265|67|3|247|5
茨城|710|13,060|45|5|648|17
栃木|444|33,555|15|0|430|1
群馬|763|25,367|39|4|703|19
埼玉|5,131|157,456|380|10|4,649|102
千葉|4,346|106,437|325|12|3,947|74
東京|27,959|515,503|1,974|27|25,562|423
神奈川|7,591|172,457|515|18|6,925|151
新潟|179|16,452|9|0|170|0
富山|422|13,531|3|0|393|26
石川|782|14,607|20|0|715|47
福井|249|10,254|4|0|234|11
山梨|197|11,057|2|1|189|6
長野|320|20,367|6|0|313|2
岐阜|636|24,420|9|1|617|10
静岡|567|37,931|11|0|554|2
愛知|5,557|85,912|238|8|5,228|91
三重|542|14,328|30|0|505|7
滋賀|518|13,058|16|0|494|8
京都|1,863|46,776|93|2|1,743|27
大阪|11,249|204,301|437|21|10,572|224
兵庫|2,913|61,514|134|15|2,720|59
奈良|603|22,589|26|1|568|9
和歌山|252|9,793|10|1|235|4
鳥取|36|5,539|1|0|35|0
島根|140|5,943|0|0|140|0
岡山|164|8,654|8|3|152|1
広島|641|24,634|60|1|577|3
山口|209|10,725|9|1|198|2
徳島|149|7,104|0|0|131|9
香川|96|11,827|3|0|91|2
愛媛|115|4,192|1|0|108|6
高知|139|3,542|1|0|134|4
福岡|5,105|145,841|69|7|4,937|99
佐賀|249|6,322|3|0|248|0
長崎|241|20,210|3|0|233|3
熊本|714|17,813|66|1|606|8
大分|158|18,432|1|0|155|2
宮崎|344|8,677|0|0|344|1
鹿児島|456|20,797|24|0|432|12
沖縄|2,769|45,025|237|7|2,487|49
（その他）|149|-|0|-|149|-
合計|89,070|2,111,416|5,162|150|82,223|1,637
