都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|15,502|274,167|1,578|10|13,344|527
青森|622|11,816|89|1|525|8
岩手|454|16,693|67|1|362|25
宮城|2,834|43,195|502|8|2,314|18
秋田|189|5,211|32|0|156|1
山形|440|11,642|52|2|376|12
福島|1,373|68,888|364|6|979|30
茨城|3,617|20,711|871|9|2,705|41
栃木|3,012|86,920|1,359|19|1,653|17
群馬|3,146|63,526|628|11|2,460|58
埼玉|19,770|377,375|5,747|74|13,765|258
千葉|15,883|258,017|4,795|40|10,928|160
東京|82,069|1,150,773|19,797|133|61,555|717
神奈川|31,563|412,964|6,139|101|25,084|340
新潟|754|32,371|185|1|569|5
富山|768|26,823|159|3|583|26
石川|1,287|35,148|191|11|1,070|53
福井|436|22,547|72|4|351|12
山梨|816|14,741|155|4|650|11
長野|1,876|63,438|472|4|1,387|21
岐阜|3,366|83,213|675|17|2,638|53
静岡|3,705|106,902|950|7|2,694|61
愛知|20,377|257,837|3,449|57|16,623|305
三重|1,717|35,367|345|5|1,349|23
滋賀|1,698|45,687|420|15|1,260|18
京都|6,463|111,064|1,429|19|5,013|78
大阪|37,002|550,329|6,417|187|29,859|726
兵庫|12,978|166,607|1,815|73|10,865|298
奈良|2,525|58,339|393|12|2,101|31
和歌山|836|18,660|114|9|701|10
鳥取|173|29,204|50|2|118|2
島根|233|10,183|20|0|213|0
岡山|2,002|35,839|479|17|1,434|16
広島|4,270|99,692|593|15|3,485|66
山口|779|35,818|160|2|610|5
徳島|284|17,481|78|0|197|9
香川|514|31,353|198|2|311|5
愛媛|786|18,632|251|5|522|13
高知|761|6,276|59|5|690|12
福岡|12,349|308,566|3,234|23|8,979|136
佐賀|733|18,336|226|3|516|3
長崎|1,157|47,964|290|6|692|12
熊本|2,722|43,346|271|20|1,901|36
大分|897|52,773|150|6|737|10
宮崎|1,475|18,888|485|6|990|11
鹿児島|1,301|47,627|244|3|1,057|14
沖縄|6,181|98,894|579|7|5,521|86
（その他）|149|-|0|-|149|-
合計|313,844|5,351,843|66,628|965|242,041|4,379
