都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|2,986|80,053|383|5|2,494|109
青森|222|4,814|99|1|120|3
岩手|27|5,309|2|0|25|0
宮城|689|13,900|149|4|538|2
秋田|61|2,487|2|0|59|0
山形|86|6,112|5|0|80|1
福島|387|28,967|31|4|350|6
茨城|764|13,826|29|1|717|18
栃木|487|41,890|23|0|464|1
群馬|894|29,150|93|5|782|19
埼玉|5,826|184,831|402|9|5,318|106
千葉|4,997|125,480|384|11|4,534|79
東京|30,881|595,581|1,708|31|28,718|455
神奈川|8,646|199,811|554|20|7,922|170
新潟|183|17,727|4|0|179|0
富山|423|14,487|1|0|396|26
石川|806|17,083|14|0|743|49
福井|256|11,058|1|0|244|11
山梨|212|11,693|10|0|196|6
長野|339|23,025|9|0|329|4
岐阜|681|26,803|34|1|636|11
静岡|636|42,455|52|0|582|2
愛知|6,079|97,852|385|11|5,600|94
三重|563|15,683|9|3|547|7
滋賀|547|14,156|17|0|521|9
京都|2,014|52,347|73|0|1,911|30
大阪|12,610|234,636|813|26|11,540|238
兵庫|3,202|68,117|158|14|2,981|63
奈良|639|24,620|22|0|607|10
和歌山|274|10,406|9|2|256|4
鳥取|38|5,770|3|0|35|0
島根|141|6,245|1|0|140|0
岡山|273|11,198|54|0|172|4
広島|659|27,466|11|0|643|5
山口|213|11,913|4|0|207|2
徳島|164|7,462|0|0|155|9
香川|101|13,467|4|0|95|2
愛媛|116|4,371|0|0|110|6
高知|144|3,640|3|0|137|4
福岡|5,217|163,838|75|4|5,041|101
佐賀|254|7,074|0|0|256|0
長崎|244|22,311|1|0|240|3
熊本|786|19,224|33|1|736|8
大分|159|20,779|0|0|156|3
宮崎|367|8,791|1|0|366|1
鹿児島|468|22,179|5|1|459|12
沖縄|3,304|57,775|342|7|2,906|61
（その他）|149|-|0|-|149|-
合計|99,214|2,427,862|6,012|161|91,392|1,754
