都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|14,997|263,853|1,574|12|12,895|514
青森|569|11,295|70|2|491|8
岩手|434|15,881|65|2|344|25
宮城|2,663|26,684|485|9|2,161|17
秋田|176|5,141|28|0|147|1
山形|435|11,313|61|3|364|10
福島|1,276|65,886|355|9|891|30
茨城|3,277|20,147|749|9|2,488|40
栃木|2,699|83,003|1,313|16|1,386|16
群馬|2,948|60,650|551|12|2,303|54
埼玉|18,435|360,741|4,925|67|13,260|250
千葉|14,973|251,064|4,667|31|10,163|143
東京|77,133|1,108,973|19,029|144|57,413|691
神奈川|28,941|394,794|6,021|93|22,601|319
新潟|697|31,404|162|0|535|3
富山|729|24,346|162|3|541|26
石川|1,239|33,404|189|7|1,023|52
福井|399|21,414|39|1|347|12
山梨|754|14,741|155|4|588|11
⾧野|1,733|59,649|459|9|1,237|18
岐阜|3,122|77,826|703|16|2,372|47
静岡|3,427|106,902|851|8|2,523|53
愛知|19,616|232,728|3,323|49|16,014|279
三重|1,611|32,398|308|4|1,281|22
滋賀|1,594|43,691|408|13|1,170|16
京都|6,079|105,473|1,453|16|4,604|76
大阪|35,306|525,287|5,850|171|28,766|690
兵庫|12,240|159,971|1,489|74|10,477|274
奈良|2,416|55,725|385|9|2,001|30
和歌山|786|17,926|121|6|646|8
鳥取|165|28,173|63|2|97|2
島根|227|10,183|20|1|207|0
岡山|1,892|35,839|327|9|1,241|15
広島|4,127|94,467|687|16|3,152|58
山口|729|32,146|149|2|572|4
徳島|265|16,695|67|0|189|9
香川|447|29,422|163|2|280|4
愛媛|721|16,239|252|3|456|13
高知|740|6,179|72|4|656|12
福岡|11,558|293,925|3,037|19|8,391|130
佐賀|640|17,108|169|1|478|3
⾧崎|1,056|45,608|272|9|628|8
熊本|2,429|40,894|246|17|1,767|34
大分|852|49,653|156|4|687|9
宮崎|1,340|17,590|504|4|836|10
鹿児島|1,260|45,378|248|2|1,012|14
沖縄|5,971|96,914|548|6|5,344|84
（その他）|149|-|0|-|149|-
合計|295,272|5,098,723|62,930|900|227,174|4,144
