都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|17,125|310,946|1,373|17|15,203|588
青森|699|13,054|47|2|639|13
岩手|495|19,618|29|2|439|27
宮城|3,345|47,850|400|8|2,923|22
秋田|255|6,354|48|1|206|1
山形|480|13,913|40|2|427|13
福島|1,693|82,132|273|11|1,378|42
茨城|4,600|22,957|772|17|3,768|60
栃木|3,687|102,397|756|21|2,890|41
群馬|3,734|72,818|357|9|3,309|68
埼玉|24,386|440,312|4,412|84|19,649|325
千葉|21,448|313,584|5,323|55|15,897|228
東京|97,571|1,290,024|14,957|150|81,767|847
神奈川|39,592|484,565|3,560|104|35,600|432
新潟|889|36,156|126|2|754|9
富山|857|29,974|56|2|774|27
石川|1,447|39,983|142|2|1,277|58
福井|506|26,159|74|3|415|17
山梨|898|14,741|54|4|831|13
長野|2,256|79,914|232|2|2,014|34
岐阜|4,142|101,731|540|13|3,535|67
静岡|4,468|139,252|754|8|3,638|76
愛知|23,368|305,475|2,721|65|20,268|379
三重|2,129|42,391|382|6|1,718|29
滋賀|2,067|54,283|369|11|1,670|28
京都|8,091|125,411|1,430|15|6,622|109
大阪|42,824|633,464|5,463|181|36,466|895
兵庫|15,830|195,015|1,909|71|13,550|371
奈良|2,957|67,073|306|6|2,615|36
和歌山|1,032|21,026|113|17|887|13
鳥取|198|33,403|36|0|157|2
島根|254|11,764|13|0|241|0
岡山|2,303|47,392|387|21|1,750|17
広島|4,700|120,841|304|12|4,257|91
山口|1,190|45,815|360|2|816|14
徳島|381|21,093|89|3|279|13
香川|620|36,523|158|1|448|14
愛媛|970|23,128|147|3|805|18
高知|835|6,815|30|4|791|14
福岡|15,367|360,243|2,839|37|12,358|170
佐賀|938|23,477|164|2|781|4
長崎|1,446|55,149|287|1|1,162|25
熊本|3,299|51,379|255|20|2,777|59
大分|1,115|61,550|190|4|909|16
宮崎|1,794|22,420|246|8|1,541|17
鹿児島|1,566|54,334|207|2|1,359|18
沖縄|7,368|121,909|802|3|6,481|90
（その他）|149|-|0|-|149|-
合計|377,364|6,229,807|53,532|1,014|318,190|5,450
