都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|16,199|287,756|1,623|13|14,001|551
青森|660|12,233|81|1|570|9
岩手|483|18,332|67|1|391|25
宮城|3,066|44,586|495|9|2,549|22
秋田|227|5,939|57|0|169|1
山形|453|12,321|39|1|401|13
福島|1,518|73,830|323|7|1,161|34
茨城|4,026|21,534|837|12|3,144|45
栃木|3,384|92,974|1,155|15|2,229|28
群馬|3,427|66,688|525|13|2,841|61
埼玉|21,945|401,016|5,454|87|16,201|290
千葉|18,565|274,850|5,668|50|12,708|189
東京|89,188|1,206,896|19,533|160|68,901|754
神奈川|35,595|441,582|5,657|108|29,569|369
新潟|788|33,866|136|1|652|7
富山|815|28,308|112|3|676|27
石川|1,373|37,006|206|7|1,145|55
福井|462|24,345|70|4|378|13
山梨|864|14,741|132|5|720|12
長野|2,077|67,978|401|3|1,662|23
岐阜|3,618|87,953|625|15|2,934|59
静岡|4,029|125,160|854|8|3,110|65
愛知|21,666|273,561|3,389|54|17,940|337
三重|1,848|35,367|328|6|1,496|24
滋賀|1,840|49,527|382|16|1,438|20
京都|7,130|116,099|1,670|20|5,433|89
大阪|39,557|581,574|6,176|185|32,604|777
兵庫|14,170|176,805|1,946|69|11,912|312
奈良|2,716|61,204|395|14|2,289|32
和歌山|928|19,668|135|10|769|11
鳥取|184|30,737|46|2|132|2
島根|239|10,827|15|0|224|0
岡山|2,154|43,188|479|17|1,434|16
広島|4,448|107,047|430|14|3,863|73
山口|986|35,818|315|3|740|5
徳島|311|18,561|81|0|220|10
香川|556|33,443|182|1|368|6
愛媛|866|19,544|210|4|640|16
高知|807|6,576|63|4|731|13
福岡|13,823|328,350|3,840|27|9,832|151
佐賀|832|20,064|238|2|605|4
長崎|1,302|50,819|261|5|920|18
熊本|3,076|48,014|273|16|2,243|45
大分|955|56,032|140|3|803|12
宮崎|1,650|20,385|368|8|1,275|14
鹿児島|1,460|50,329|224|2|1,236|15
沖縄|6,691|110,000|800|9|5,808|88
（その他）|149|-|0|-|149|-
合計|343,106|5,683,433|66,436|1,014|271,216|4,742
