都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|2,559|70,602|205|2|2,246|108
青森|134|3,292|97|2|36|1
岩手|26|4,920|3|0|23|0
宮城|529|12,420|40|1|487|2
秋田|60|2,385|1|0|59|0
山形|81|5,455|1|0|79|1
福島|369|25,607|83|2|280|6
茨城|730|13,450|30|2|682|18
栃木|471|34,579|29|0|442|1
群馬|797|26,713|37|4|729|19
埼玉|5,426|165,888|409|10|4,914|103
千葉|4,588|113,803|337|9|4,175|76
東京|29,185|548,184|1,710|24|27,038|437
神奈川|8,012|181,055|525|23|7,333|154
新潟|180|17,023|3|0|177|0
富山|422|14,109|0|0|396|26
石川|795|15,522|22|0|726|47
福井|256|10,592|8|0|237|11
山梨|199|11,267|1|0|192|6
⾧野|326|21,361|7|1|318|4
岐阜|647|25,188|15|1|622|10
静岡|580|40,000|13|0|565|2
愛知|5,700|90,514|233|11|5,376|91
三重|550|14,854|17|0|526|7
滋賀|530|13,369|15|0|506|9
京都|1,931|49,391|95|0|1,808|28
大阪|11,620|215,799|444|19|10,933|227
兵庫|3,013|64,193|116|17|2,836|61
奈良|615|23,410|20|2|586|9
和歌山|259|9,994|11|1|241|4
鳥取|36|5,559|0|0|36|0
島根|140|6,049|0|0|140|0
岡山|174|8,654|12|2|155|1
広島|651|25,832|33|1|614|4
山口|209|11,132|2|1|205|2
徳島|162|7,267|10|0|140|9
香川|99|12,599|4|0|93|2
愛媛|116|4,258|2|0|108|6
高知|140|3,588|1|0|135|4
福岡|5,146|152,905|63|5|4,983|100
佐賀|252|6,690|5|0|249|0
⾧崎|242|20,984|3|0|236|3
熊本|750|18,571|53|0|678|8
大分|159|19,474|1|0|155|3
宮崎|366|8,725|1|0|365|1
鹿児島|463|21,538|18|0|463|12
沖縄|2,975|48,352|296|10|2,628|55
（その他）|149|-|0|-|149|-
合計|92,819|2,227,116|5,031|150|86,100|1,678
