都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|1,903|51,131|62|2|1,735|106
青森|35|2,258|2|0|32|1
岩手|23|3,844|0|0|23|0
宮城|337|9,237|82|1|253|2
秋田|51|1,964|1|0|50|0
山形|78|5,019|2|1|76|1
福島|218|17,984|44|3|172|2
茨城|621|11,994|42|5|563|16
栃木|375|26,582|59|1|311|1
群馬|602|18,397|110|1|462|19
埼玉|4,370|129,795|280|8|3,993|97
千葉|3,516|72,369|288|6|3,161|67
東京|23,608|403,693|2,198|27|21,021|389
神奈川|6,177|136,304|606|26|5,440|131
新潟|158|14,340|14|1|144|0
富山|408|11,350|11|0|372|25
石川|742|11,383|67|0|631|44
福井|244|9,361|18|3|215|9
山梨|180|10,215|8|2|167|5
長野|299|17,768|13|0|291|1
岐阜|596|20,881|34|1|552|10
静岡|512|30,918|21|1|490|1
愛知|4,963|66,654|361|16|4,525|77
三重|466|11,609|78|1|383|5
滋賀|475|10,875|27|0|441|7
京都|1,650|37,666|76|1|1,549|25
大阪|9,860|165,431|754|31|8,909|188
兵庫|2,521|51,144|137|11|2,329|55
奈良|551|18,962|19|1|523|9
和歌山|236|8,962|2|0|227|4
鳥取|35|4,862|13|0|22|0
島根|137|5,270|0|0|137|0
岡山|147|7,861|1|-|146|-
広島|474|19,437|10|0|461|3
山口|195|8,645|24|1|170|1
徳島|147|6,707|30|1|105|9
香川|92|9,956|10|0|80|2
愛媛|114|3,966|1|0|107|6
高知|137|3,352|4|0|129|4
福岡|4,970|45,452|293|8|4,589|88
佐賀|244|5,614|1|0|243|0
長崎|236|16,972|7|0|226|3
熊本|570|15,908|30|0|532|8
大分|158|15,145|5|0|151|2
宮崎|344|8,441|5|0|339|1
鹿児島|376|17,489|10|1|376|12
沖縄|2,310|34,484|154|9|2,115|45
（その他）|149|-|0|-|149|-
合計|76,610|1,617,651|6,014|170|69,117|1,481
