都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|3,055|81,092|408|6|2,538|109
青森|227|4,905|90|2|133|4
岩手|27|5,309|2|0|25|0
宮城|700|14,012|154|4|544|2
秋田|63|2,487|3|0|59|0
山形|86|6,112|5|0|80|1
福島|388|29,196|29|4|353|6
茨城|768|13,826|31|0|719|18
栃木|489|42,067|25|0|464|1
群馬|900|29,312|84|5|797|19
埼玉|5,856|184,967|390|10|5,359|107
千葉|5,034|126,729|395|10|4,559|80
東京|31,096|598,993|1,755|33|28,886|455
神奈川|8,711|199,811|554|20|7,987|170
新潟|184|17,765|5|0|179|0
富山|423|14,487|1|0|396|26
石川|810|17,272|17|0|744|49
福井|257|11,058|2|0|244|11
山梨|212|11,693|10|0|196|6
⾧野|341|23,025|11|0|329|4
岐阜|686|26,934|34|1|641|11
静岡|636|42,455|52|0|582|2
愛知|6,130|98,303|422|9|5,613|95
三重|565|15,683|17|3|541|7
滋賀|552|14,455|20|0|523|9
京都|2,014|52,347|73|0|1,911|30
大阪|12,753|236,613|906|25|11,586|242
兵庫|3,222|68,579|167|13|2,992|63
奈良|648|24,620|29|0|607|10
和歌山|275|10,428|10|2|256|4
鳥取|38|5,770|3|0|35|0
島根|141|6,271|1|0|141|0
岡山|286|11,198|54|0|172|4
広島|659|27,466|11|0|643|5
山口|213|11,915|4|0|207|2
徳島|164|7,477|0|0|155|9
香川|101|13,518|4|0|95|2
愛媛|116|4,371|0|0|110|6
高知|144|3,644|2|0|138|4
福岡|5,226|164,668|82|4|5,042|102
佐賀|254|7,081|0|0|256|0
⾧崎|244|22,417|1|0|240|3
熊本|786|19,224|33|1|736|8
大分|159|20,960|0|0|156|3
宮崎|367|8,791|1|0|366|1
鹿児島|468|22,179|5|1|459|12
沖縄|3,336|57,775|344|7|2,934|63
（その他）|149|-|0|-|149|-
合計|99,959|2,439,260|6,246|160|91,877|1,765
