都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|12,618|221,431|1,666|28|10,571|415
青森|407|8,815|33|2|368|6
岩手|348|13,412|88|3|238|22
宮城|1,888|23,979|385|5|1,490|13
秋田|105|3,981|11|0|93|1
山形|345|9,840|99|6|243|3
福島|801|52,405|185|5|601|15
茨城|2,226|18,395|234|10|1,957|35
栃木|1,130|67,978|258|13|872|6
群馬|2,044|49,855|356|10|1,653|35
埼玉|12,466|299,420|2,385|40|9,890|191
千葉|9,700|215,977|1,518|19|8,071|111
東京|54,018|943,733|6,259|73|47,172|587
神奈川|18,227|330,515|2,253|59|15,725|249
新潟|472|26,589|76|0|396|3
富山|517|20,986|37|1|454|26
石川|998|28,122|95|4|860|50
福井|339|18,198|12|2|316|11
山梨|502|14,393|43|2|449|10
長野|1,071|44,772|101|2|965|12
岐阜|1,895|60,108|380|7|1,488|27
静岡|2,480|87,010|456|5|1,989|35
愛知|14,648|187,452|2,167|40|12,304|177
三重|1,187|26,913|145|3|1,027|15
滋賀|985|34,974|115|1|859|11
京都|3,998|85,844|794|19|3,196|44
大阪|28,101|431,240|3,491|161|24,093|517
兵庫|8,605|127,869|958|43|7,501|146
奈良|1,782|45,756|295|11|1,467|20
和歌山|590|16,018|26|5|546|7
鳥取|79|22,166|14|0|64|0
島根|189|8,556|19|1|170|0
岡山|1,186|27,231|384|8|762|13
広島|2,571|63,829|407|15|1,395|18
山口|494|26,760|76|2|411|3
徳島|194|14,581|6|0|179|9
香川|258|21,873|68|0|187|3
愛媛|389|10,961|37|4|341|11
高知|592|5,471|191|3|395|6
福岡|7,852|248,984|1,140|15|6,595|117
佐賀|433|14,290|53|1|382|3
長崎|457|36,313|132|2|295|3
熊本|1,545|32,438|157|3|1,286|15
大分|596|39,423|73|5|518|5
宮崎|686|12,057|73|0|613|5
鹿児島|890|35,610|95|1|795|13
沖縄|5,095|85,518|308|5|4,712|80
（その他）|149|-|0|-|149|-
合計|208,148|4,222,041|28,154|644|176,103|3,104
