都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|18,987|374,875|691|6|17,671|671
青森|814|17,200|31|0|763|20
岩手|553|24,595|26|0|497|30
宮城|3,581|66,964|87|3|3,469|25
秋田|269|7,032|4|0|259|6
山形|542|17,326|16|0|511|15
福島|1,898|108,764|92|7|1,736|70
茨城|5,682|24,855|353|8|5,223|106
栃木|4,073|123,442|149|6|3,858|66
群馬|4,422|91,052|149|5|4,189|84
埼玉|29,031|541,493|1,505|38|26,988|538
千葉|25,999|401,269|1,719|21|23,843|437
東京|110,740|1,513,188|3,460|71|105,955|1,325
神奈川|44,490|583,712|1,087|29|42,735|668
新潟|1,055|43,116|81|1|959|15
富山|905|35,869|23|2|855|27
石川|1,830|49,879|169|7|1,631|62
福井|544|31,630|14|0|505|25
山梨|939|24,827|12|1|912|16
長野|2,359|97,192|12|0|2,338|41
岐阜|4,708|131,564|164|8|4,436|108
静岡|5,082|185,615|228|1|4,761|93
愛知|25,696|386,708|734|32|24,448|514
三重|2,501|60,178|144|8|2,383|52
滋賀|2,432|72,067|136|5|2,252|44
京都|9,039|154,109|380|1|8,522|154
大阪|46,923|771,543|1,157|95|44,243|1,106
兵庫|17,862|243,868|525|48|16,821|516
奈良|3,350|81,198|100|4|3,205|45
和歌山|1,161|24,373|13|3|1,106|18
鳥取|208|40,189|1|0|202|2
島根|284|15,115|6|0|278|0
岡山|2,474|63,400|89|3|2,340|29
広島|5,013|151,415|48|5|4,849|102
山口|1,374|58,758|62|1|1,275|37
徳島|449|25,972|33|2|400|16
香川|750|43,913|32|1|700|18
愛媛|1,058|31,297|39|1|996|23
高知|884|7,091|1|1|866|17
福岡|17,916|436,043|814|23|16,821|281
佐賀|1,044|27,597|50|0|1,006|8
長崎|1,609|66,646|37|1|1,536|36
熊本|3,438|56,645|48|6|3,320|72
大分|1,289|78,366|40|0|1,228|21
宮崎|1,951|24,708|27|0|1,896|21
鹿児島|1,758|67,053|55|2|1,703|26
沖縄|8,136|144,079|274|1|7,753|114
（その他）|149|-|0|-|149|-
合計|427,251|7,627,790|14,917|457|404,392|7,720
