都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|14,529|258,606|1,360|12|12,573|500
青森|559|11,084|87|2|464|8
岩手|417|15,492|52|2|340|25
宮城|2,514|25,990|393|8|2,104|17
秋田|167|4,891|33|0|133|1
山形|422|11,028|58|4|355|9
福島|1,179|63,665|313|8|838|28
茨城|3,056|19,492|639|8|2,377|40
栃木|2,392|79,829|1,103|15|1,289|9
群馬|2,798|58,301|516|14|2,233|49
埼玉|17,413|350,294|4,812|66|12,357|244
千葉|13,830|245,161|3,830|31|9,864|136
東京|73,450|1,083,806|17,226|129|55,542|682
神奈川|26,617|381,811|4,689|93|21,617|311
新潟|640|29,869|137|0|503|3
富山|687|23,807|134|2|527|26
石川|1,208|32,829|183|9|993|52
福井|397|21,076|46|1|338|12
山梨|676|14,741|119|2|546|11
長野|1,541|55,758|349|7|1,159|18
岐阜|2,973|76,359|715|14|2,213|45
静岡|3,201|106,902|704|7|2,449|48
愛知|18,715|231,862|2,978|47|15,474|263
三重|1,471|32,398|227|4|1,223|21
滋賀|1,521|41,737|414|12|1,091|16
京都|5,518|101,733|1,128|15|4,368|69
大阪|33,920|515,668|5,190|168|28,064|666
兵庫|11,495|155,347|1,140|61|10,096|259
奈良|2,311|53,820|380|11|1,905|26
和歌山|748|17,542|122|5|607|8
鳥取|163|27,458|74|3|86|1
島根|224|9,344|20|1|204|0
岡山|1,775|35,839|327|9|1,241|15
広島|3,952|86,026|736|13|2,880|55
山口|685|32,146|124|1|554|3
徳島|226|16,387|29|0|188|9
香川|414|28,532|154|1|256|4
愛媛|630|15,627|186|2|431|13
高知|725|6,139|79|5|635|11
福岡|10,736|285,837|2,495|19|8,113|128
佐賀|579|16,379|124|1|460|3
長崎|855|44,502|267|10|517|7
熊本|2,272|39,720|221|18|1,719|29
大分|821|49,347|156|4|658|7
宮崎|1,173|15,272|445|2|728|10
鹿児島|1,189|43,828|214|1|975|14
沖縄|5,829|94,941|510|5|5,240|84
（その他）|149|-|0|-|149|-
合計|278,762|4,968,222|55,238|852|218,676|3,995
