都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|2,763|75,383|292|3|2,363|108
青森|175|4,043|114|3|60|1
岩手|27|5,134|4|0|23|0
宮城|572|13,206|61|1|509|2
秋田|61|2,448|2|0|59|0
山形|84|5,761|4|0|79|1
福島|386|27,446|62|3|318|6
茨城|741|13,525|27|2|696|18
栃木|477|35,148|27|0|450|1
群馬|867|27,802|96|5|743|19
埼玉|5,619|174,268|407|9|5,107|105
千葉|4,811|119,909|398|10|4,336|77
東京|30,033|567,880|1,697|28|27,889|447
神奈川|8,369|187,119|546|25|7,661|162
新潟|182|17,333|3|0|179|0
富山|422|14,261|0|0|396|26
石川|799|16,229|13|0|737|49
福井|256|10,775|5|0|240|11
山梨|203|11,373|3|0|194|6
長野|330|22,077|11|1|319|4
岐阜|672|26,080|34|1|627|11
静岡|588|40,885|15|0|571|2
愛知|5,853|93,722|262|10|5,499|92
三重|555|15,427|12|2|536|7
滋賀|538|13,730|19|0|510|9
京都|1,958|50,753|87|0|1,841|30
大阪|12,046|224,311|611|23|11,184|234
兵庫|3,126|66,255|119|17|2,925|61
奈良|625|23,806|23|2|593|9
和歌山|272|10,252|17|2|247|4
鳥取|35|5,582|0|0|35|0
島根|140|6,123|0|0|140|0
岡山|203|10,217|22|1|162|1
広島|655|26,568|18|0|632|5
山口|213|11,543|5|1|206|2
徳島|164|7,410|15|0|144|9
香川|101|12,994|4|0|95|2
愛媛|116|4,293|0|0|110|6
高知|142|3,610|2|0|136|4
福岡|5,179|158,020|63|4|5,015|101
佐賀|254|6,917|4|0|252|0
長崎|242|21,632|2|0|237|3
熊本|768|19,032|46|0|709|8
大分|159|20,109|0|0|156|3
宮崎|366|8,741|1|0|365|1
鹿児島|463|21,698|7|0|456|12
沖縄|3,165|53,366|343|9|2,768|58
（その他）|149|-|0|-|149|-
合計|95,924|2,314,196|5,503|162|88,658|1,717
