都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|16,035|284,681|1,708|13|13,866|546
青森|656|12,157|94|3|554|8
岩手|475|17,426|64|1|386|25
宮城|3,017|44,325|585|10|2,411|21
秋田|219|5,856|52|0|166|1
山形|447|12,104|34|0|400|13
福島|1,483|72,466|321|8|1,128|34
茨城|3,941|21,335|846|12|3,050|45
栃木|3,340|90,157|1,248|20|2,092|23
群馬|3,375|66,127|552|12|2,715|60
埼玉|21,534|394,634|6,588|82|14,664|282
千葉|18,168|273,155|6,020|45|11,967|181
東京|87,914|1,195,140|20,289|155|66,881|744
神奈川|34,879|432,514|5,896|112|28,622|361
新潟|781|33,576|148|2|633|7
富山|810|27,864|124|4|659|27
石川|1,356|36,593|194|8|1,133|55
福井|461|23,196|71|4|376|13
山梨|855|14,741|141|5|703|11
長野|2,028|66,982|415|4|1,595|23
岐阜|3,618|87,953|625|15|2,934|59
静岡|3,964|124,085|897|6|3,002|65
愛知|21,420|269,490|3,403|60|17,687|330
三重|1,822|35,367|323|6|1,475|24
滋賀|1,798|49,127|377|16|1,402|19
京都|6,877|114,039|1,525|18|5,327|84
大阪|39,051|571,165|6,355|179|31,931|765
兵庫|13,955|174,439|1,933|68|11,714|308
奈良|2,674|60,477|379|14|2,263|32
和歌山|904|19,434|126|11|755|11
鳥取|179|30,252|45|2|128|2
島根|237|10,827|14|0|223|0
岡山|2,124|35,898|479|17|1,434|16
広島|4,424|107,047|488|13|3,787|72
山口|968|35,818|299|2|740|5
徳島|304|18,100|80|0|214|10
香川|546|32,858|183|2|357|6
愛媛|849|19,320|221|4|613|15
高知|791|6,441|57|4|721|13
福岡|13,623|323,459|3,900|29|9,580|143
佐賀|812|19,559|239|2|584|4
長崎|1,263|49,959|265|6|879|17
熊本|3,029|47,125|293|19|2,176|41
大分|939|55,025|136|5|792|11
宮崎|1,599|20,022|362|8|1,230|13
鹿児島|1,387|49,617|211|1|1,176|15
沖縄|6,580|104,697|747|7|5,752|86
（その他）|149|-|0|-|149|-
合計|337,660|5,596,629|69,352|1,014|263,026|4,646
