都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|3,205|83,712|492|6|2,603|110
青森|244|5,157|89|3|151|4
岩手|27|5,339|2|0|25|0
宮城|742|14,294|187|3|553|2
秋田|64|2,503|3|0|60|0
山形|86|6,231|5|0|80|1
福島|389|29,518|23|4|360|6
茨城|773|13,982|34|0|721|18
栃木|490|42,416|24|0|466|1
群馬|902|29,473|60|5|823|19
埼玉|5,915|187,511|379|10|5,429|107
千葉|5,079|128,000|348|8|4,650|81
東京|31,293|604,642|1,732|32|29,102|459
神奈川|8,799|203,062|545|24|8,083|171
新潟|184|17,915|5|0|179|0
富山|423|14,541|1|0|396|26
石川|812|17,426|18|0|745|49
福井|257|11,100|1|1|245|11
山梨|216|11,769|14|0|196|6
⾧野|344|23,290|10|0|333|6
岐阜|693|26,990|35|1|647|11
静岡|661|43,590|71|0|588|2
愛知|6,275|100,228|519|9|5,660|96
三重|568|15,683|19|3|542|7
滋賀|557|14,505|22|0|526|9
京都|2,061|52,973|103|2|1,928|30
大阪|12,876|237,923|977|26|11,636|244
兵庫|3,265|69,217|179|14|3,023|63
奈良|664|24,985|43|0|611|10
和歌山|277|10,448|6|2|262|4
鳥取|38|5,775|3|0|35|0
島根|141|6,281|0|0|141|0
岡山|291|11,198|54|0|172|4
広島|662|27,820|14|0|643|5
山口|213|11,931|4|0|207|2
徳島|164|7,495|0|0|155|9
香川|101|13,601|4|0|95|2
愛媛|116|4,392|0|0|110|6
高知|144|3,650|2|0|138|4
福岡|5,236|165,588|76|3|5,057|103
佐賀|256|7,117|2|0|256|0
⾧崎|244|22,786|0|0|241|3
熊本|808|19,632|41|1|748|8
大分|159|20,997|0|0|156|3
宮崎|367|8,799|0|0|367|1
鹿児島|475|22,533|12|0|463|13
沖縄|3,373|58,991|311|6|3,004|63
（その他）|149|-|0|-|149|-
合計|101,078|2,467,009|6,469|163|92,760|1,779
