都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|3,566|88,202|674|9|2,780|112
青森|269|5,625|69|3|196|4
岩手|29|5,633|3|0|26|0
宮城|822|14,848|222|4|597|3
秋田|67|2,642|7|1|60|0
山形|86|6,747|4|0|81|1
福島|410|30,813|35|3|369|6
茨城|796|14,162|47|1|731|18
栃木|496|45,618|25|1|471|1
群馬|918|30,277|41|4|857|20
埼玉|6,132|194,330|501|7|5,520|111
千葉|5,249|134,785|354|8|4,813|82
東京|32,135|624,458|1,835|37|29,839|461
神奈川|9,124|209,445|600|23|8,351|173
新潟|186|18,193|4|0|182|0
富山|424|15,001|2|0|396|26
石川|816|18,304|15|0|752|49
福井|257|11,220|1|1|245|11
山梨|225|11,926|18|0|201|6
長野|351|24,098|12|0|338|6
岐阜|726|27,736|60|0|654|12
静岡|707|44,670|90|0|615|2
愛知|6,536|104,509|633|13|5,806|97
三重|587|16,342|36|3|544|7
滋賀|593|14,643|49|0|535|9
京都|2,101|54,297|99|2|1,972|30
大阪|13,485|248,414|1,122|42|12,095|249
兵庫|3,406|71,350|236|16|3,103|67
奈良|713|25,726|81|0|622|10
和歌山|280|10,566|8|3|263|4
鳥取|38|5,786|2|0|36|0
島根|141|6,281|0|0|141|0
岡山|323|11,198|118|2|185|6
広島|667|28,463|14|1|648|5
山口|223|11,960|12|0|209|2
徳島|167|7,536|0|0|155|9
香川|104|13,911|4|0|98|2
愛媛|117|4,434|1|0|110|6
高知|144|3,667|1|0|139|4
福岡|5,268|170,366|84|4|5,080|104
佐賀|267|7,480|13|0|256|0
長崎|246|23,361|4|0|241|3
熊本|843|20,618|54|0|766|9
大分|160|21,701|1|0|156|3
宮崎|372|8,807|4|1|368|1
鹿児島|505|23,324|24|0|464|13
沖縄|3,456|60,623|282|5|3,115|64
（その他）|149|-|0|-|149|-
合計|104,682|2,554,096|7,501|194|95,330|1,808
