都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|2,007|54,736|97|1|1,803|107
青森|35|2,348|0|0|34|1
岩手|23|4,057|0|0|23|0
宮城|383|9,966|63|0|318|2
秋田|53|2,094|2|0|51|0
山形|78|5,094|2|1|76|1
福島|242|19,149|45|1|195|2
茨城|632|12,251|25|4|590|17
栃木|426|29,076|68|1|346|1
群馬|696|20,009|111|1|566|19
埼玉|4,522|138,988|265|7|4,157|100
千葉|3,746|85,235|304|8|3,372|70
東京|24,843|433,070|2,015|30|22,429|399
神奈川|6,588|146,306|532|25|5,920|136
新潟|168|15,002|19|0|149|0
富山|410|11,651|5|0|380|25
石川|771|12,314|59|0|666|46
福井|244|9,620|4|2|228|10
山梨|180|10,478|3|1|171|6
長野|303|18,446|7|0|301|1
岐阜|611|21,921|19|1|582|10
静岡|526|32,717|13|1|512|1
愛知|5,179|72,538|369|13|4,727|83
三重|484|12,132|80|4|397|7
滋賀|486|11,394|19|0|459|8
京都|1,710|40,610|67|1|1,618|25
大阪|10,333|176,780|587|29|9,536|200
兵庫|2,624|54,134|92|6|2,475|57
奈良|560|19,870|13|0|538|9
和歌山|238|9,188|3|0|228|4
鳥取|36|5,397|11|0|25|0
島根|140|5,366|2|0|138|0
岡山|150|8,110|1|-|147|-
広島|496|20,198|23|1|467|3
山口|195|9,322|5|1|188|2
徳島|147|6,835|17|0|118|9
香川|93|10,406|6|0|85|2
愛媛|114|4,037|0|0|108|6
高知|137|3,428|0|0|133|4
福岡|5,017|47,045|136|10|4,786|95
佐賀|244|5,796|2|0|244|0
長崎|236|17,828|3|0|230|3
熊本|572|16,183|9|0|555|8
大分|158|16,202|3|0|153|2
宮崎|344|8,534|2|0|342|1
鹿児島|400|18,249|17|0|376|12
沖縄|2,389|37,465|135|7|2,213|45
（その他）|149|-|0|-|149|-
合計|80,118|1,731,575|5,260|156|73,304|1,539
